k lattice_const E0
3 4.2820000648000001 -.27294063E+01
5 4.2820000648000001 -.25600441E+01
7 4.2820000648000001 -.25826100E+01
9 4.2820000648000001 -.25982713E+01
11 4.2820000648000001 -.25964794E+01
13 4.2820000648000001 -.25904875E+01
