k lattice_const E0
3 4.1681737025659515 -.27534994E+01
5 4.2107093406856952 -.25777945E+01
7 4.2052831216902327 -.26007415E+01
9 4.2014417470978787 -.26169180E+01
11 4.2019639816112164 -.26151036E+01
13 4.2033808588227197 -.26088645E+01
