k lattice_const E0
3 4.1649792706041442 -.27534787E+01
5 4.2082397868084360 -.25777967E+01
7 4.2047672765701352 -.26007407E+01
9 4.2000854026496404 -.26169147E+01
11 4.1998677295129152 -.26150980E+01
13 4.2044441873195941 -.26088645E+01
