k lattice_const E0
3 4.1648740693826403 -.27534448E+01
5 4.2082385687857649 -.25777651E+01
7 4.2047762854484363 -.26007090E+01
9 4.2000860689160877 -.26168825E+01
11 4.1998837395955082 -.26150659E+01
13 4.2044284617918892 -.26088324E+01
