k lattice_const E0
3 4.1649135153996255 -.27534157E+01
5 4.2082824718350933 -.25777383E+01
7 4.2048221409552111 -.26006808E+01
9 4.2001576825934377 -.26168543E+01
11 4.1999307222703122 -.26150381E+01
13 4.2044775868066973 -.26088048E+01
