k lattice_const E0
3 4.1683668418273898 -.27534289E+01
5 4.2107720582909955 -.25777292E+01
7 4.2053310357072329 -.26006749E+01
9 4.2015000279495274 -.26168507E+01
11 4.2020168536806715 -.26150366E+01
13 4.2034363191639637 -.26087980E+01
