k lattice_const E0
3 4.1681861364868826 -.27534920E+01
5 0.0000000000000001 -.25777886E+01
7 4.2052839197032670 -.26007353E+01
9 4.2014603553080372 -.26169117E+01
11 4.2019859955109267 -.26150972E+01
13 4.2034031612630205 -.26088582E+01
