k lattice_const E0
3 4.1649882741677082 -.27534666E+01
5 0.0000000000000001 -.25777863E+01
7 4.2048176903701462 -.26007300E+01
9 4.2001119656246413 -.26169038E+01
11 4.1998973951498320 -.26150872E+01
13 4.2044548029519415 -.26088537E+01
