k lattice_const E0
3 4.1650299057512816 -.27534715E+01
5 4.2082620088153657 -.25777908E+01
7 4.2047985971525810 -.26007345E+01
9 4.2001153211444979 -.26169084E+01
11 4.1998941151956304 -.26150916E+01
13 4.2044654250005484 -.26088582E+01
