k lattice_const E0
3 4.0566854656629783 -.29077313E+01
5 4.0566854656629783 -.29077313E+01
7 4.0566854656629783 -.29077313E+01
9 4.0566854656629783 -.29077313E+01
11 4.0566854656629783 -.29077313E+01
13 4.0566854656629783 -.29077313E+01
