k lattice_const E0
3 4.0255780702657518 -.30628254E+01
5 4.0621854516810965 -.28751009E+01
7 4.0578436417084331 -.28991148E+01
9 4.0542527274732301 -.29164264E+01
11 4.0546181408273707 -.29144557E+01
13 4.0565279249739561 -.29077395E+01
