k lattice_const E0
3 4.0622159953636690 -.28750553E+01
5 4.0622159953636690 -.28750553E+01
7 4.0622159953636690 -.28750553E+01
9 4.0622159953636690 -.28750553E+01
11 4.0622159953636690 -.28750553E+01
13 4.0622159953636690 -.28750553E+01
