k lattice_const E0
3 4.0205451385797648 -.30627784E+01
5 4.0628427517309751 -.28750517E+01
7 4.0566694355823438 -.28990689E+01
9 -0.0000000000000001 -.29163804E+01
11 4.0529759297885946 -.29144095E+01
13 4.0556948069240999 -.29076948E+01
