k lattice_const E0
3 4.0255963517328057 -.30628148E+01
5 4.0622224844071173 -.28750928E+01
7 4.0579074584825836 -.28991064E+01
9 4.0542946214511275 -.29164181E+01
11 4.0546426286023003 -.29144475E+01
13 4.0566828429599626 -.29077313E+01
