k lattice_const E0
3 4.0204549349699468 -.30628119E+01
5 4.0627461212362181 -.28750897E+01
7 4.0565923974207267 -.28991068E+01
9 4.0525918914502865 -.29164179E+01
11 4.0528852711429675 -.29144471E+01
13 4.0559266905981008 -.29077322E+01
