k lattice_const E0
3 4.1890877921646901 -.26129491E+01
5 4.1890877921646901 -.26129491E+01
7 4.1890877921646901 -.26129491E+01
9 4.1890877921646901 -.26129491E+01
11 4.1890877921646901 -.26129491E+01
13 4.1890877921646901 -.26129491E+01
