k lattice_const E0
3 4.2820000648000001 -.27435243E+01
5 4.2820000648000001 -.25739278E+01
7 4.2820000648000001 -.25965505E+01
9 4.2820000648000001 -.26122623E+01
11 4.2820000648000001 -.26104553E+01
13 4.2820000648000001 -.26044385E+01
