k lattice_const E0
3 4.1516390471230045 -.27585969E+01
5 4.1961882017808474 -.25817414E+01
7 -0.0000000000000001 -.26047624E+01
9 4.1866004529365082 -.26210528E+01
11 4.1885133414033007 -.26192436E+01
13 4.1890877921646901 -.26129491E+01
