k lattice_const E0
3 4.1515074776666623 -.27585478E+01
5 0.0000000000000001 -.25816870E+01
7 4.1903498245784592 -.26047074E+01
9 4.1864740042627968 -.26209990E+01
11 4.1883590158722832 -.26191898E+01
13 4.1888983643062359 -.26128947E+01
