k lattice_const E0
3 4.1567071280422319 -.27586171E+01
5 4.1991814639252025 -.25817116E+01
7 4.1941677724542474 -.26047483E+01
9 4.1901073205999335 -.26210409E+01
11 4.1900018221861179 -.26192187E+01
13 4.1925008486462527 -.26129321E+01
