k lattice_const E0
3 4.2820000648000001 -.26060298E+01
5 4.2820000648000001 -.26060298E+01
7 4.2820000648000001 -.26060298E+01
9 4.2820000648000001 -.26060298E+01
11 4.2820000648000001 -.26060298E+01
13 4.2820000648000001 -.26060298E+01
