k lattice_const E0
3 4.1566362258086791 -.27585969E+01
5 4.1991207403897439 -.25816888E+01
7 4.1945126628353595 -.26047260E+01
9 4.1900561949147583 -.26210179E+01
11 4.1899363710422186 -.26191962E+01
13 4.1924585689993252 -.26129094E+01
