k lattice_const E0
3 4.2820000648000001 -.27355147E+01
5 4.2820000648000001 -.25655465E+01
7 4.2820000648000001 -.25894444E+01
9 4.2820000648000001 -.26052764E+01
11 4.2820000648000001 -.26033107E+01
13 4.2820000648000001 -.25973390E+01
